place_id,work_id,place_name,lat,lng,before_text,sentence,after_text,aozora_url,confidence,extraction_method,created_at
185,7,"日光",36.7581,139.6206,"私は箱根から貰った絵端書をまだ持っている","日光へ行った時は紅葉の葉を一枚封じ込めた郵便も貰った","当時の私の眼に映った先生と奥さんの間柄はまずこんなものであった",https://www.aozora.gr.jp/cards/000148/files/773_14560.html,0.85,"regex_有名地名","2025-06-07 17:42:24"
186,7,"横浜",35.4478,139.6425,"私はそのうち先生の留守に行って、奥さんと二人差向いで話をする機会に出合った","先生はその日横浜を出帆する汽船に乗って外国へ行くべき友人を新橋へ送りに行って留守であった","横浜から船に乗る人が、朝八時半の汽車で新橋を立つのはその頃の習慣であった",https://www.aozora.gr.jp/cards/000148/files/773_14560.html,0.65,"regex_有名地名","2025-06-07 17:42:24"
187,7,"新橋",35.6657,139.7588,"私はそのうち先生の留守に行って、奥さんと二人差向いで話をする機会に出合った","先生はその日横浜を出帆する汽船に乗って外国へ行くべき友人を新橋へ送りに行って留守であった","横浜から船に乗る人が、朝八時半の汽車で新橋を立つのはその頃の習慣であった",https://www.aozora.gr.jp/cards/000148/files/773_14560.html,0.65,"regex_有名地名","2025-06-07 17:42:24"
188,7,"鳥取",35.5038,134.2384,"奥さんは「本当いうと合の子なんですよ」といった","奥さんの父親はたしか鳥取かどこかの出であるのに、お母さんの方はまだ江戸といった時分の市ヶ谷で生れた女なので、奥さんは冗談半分そういったのである","ところが先生は全く方角違いの新潟県人であった",https://www.aozora.gr.jp/cards/000148/files/773_14560.html,0.9,"regex_有名地名","2025-06-07 17:42:24"
189,7,"江戸",35.6762,139.6503,"奥さんは「本当いうと合の子なんですよ」といった","奥さんの父親はたしか鳥取かどこかの出であるのに、お母さんの方はまだ江戸といった時分の市ヶ谷で生れた女なので、奥さんは冗談半分そういったのである","ところが先生は全く方角違いの新潟県人であった",https://www.aozora.gr.jp/cards/000148/files/773_14560.html,0.65,"regex_有名地名","2025-06-07 17:42:24"
190,7,"潟県",,,"奥さんの父親はたしか鳥取かどこかの出であるのに、お母さんの方はまだ江戸といった時分の市ヶ谷で生れた女なので、奥さんは冗談半分そういったのである","ところが先生は全く方角違いの新潟県人であった","だから奥さんがもし先生の書生時代を知っているとすれば、郷里の関係からでない事は明らかであった",https://www.aozora.gr.jp/cards/000148/files/773_14560.html,0.7,"regex_都道府県","2025-06-07 17:42:24"
191,7,"新潟",,,"奥さんの父親はたしか鳥取かどこかの出であるのに、お母さんの方はまだ江戸といった時分の市ヶ谷で生れた女なので、奥さんは冗談半分そういったのである","ところが先生は全く方角違いの新潟県人であった","だから奥さんがもし先生の書生時代を知っているとすれば、郷里の関係からでない事は明らかであった",https://www.aozora.gr.jp/cards/000148/files/773_14560.html,0.65,"regex_有名地名","2025-06-07 17:42:24"
192,7,"上野",35.709,139.7753,"ただ一つ私の記憶に残っている事がある","或る時花時分に私は先生といっしょに上野へ行った","そうしてそこで美しい一対の男女を見た",https://www.aozora.gr.jp/cards/000148/files/773_14560.html,0.65,"regex_有名地名","2025-06-07 17:42:24"
193,7,"鹿児島",31.5966,130.5571,"私はかなめの垣から若い柔らかい葉をぎ取って芝笛を鳴らした","ある鹿児島人を友達にもって、その人の真似をしつつ自然に習い覚えた私は、この芝笛というものを鳴らす事が上手であった","私が得意にそれを吹きつづけると、先生は知らん顔をしてよそを向いて歩いた",https://www.aozora.gr.jp/cards/000148/files/773_14560.html,0.9,"regex_有名地名","2025-06-07 17:42:24"
194,7,"霧島",,,"躑躅が燃えるように咲き乱れていた","先生はそのうちで樺色の丈の高いのを指して、「これは霧島でしょう」といった","芍薬も十坪あまり一面に植え付けられていたが、まだ季節が来ないので花を着けているのは一本もなかった",https://www.aozora.gr.jp/cards/000148/files/773_14560.html,0.65,"regex_有名地名","2025-06-07 17:42:24"
195,7,"自然町",,,"電車の新しい線路だけでも大変増えていますからね","電車が通るようになれば自然町並も変るし、その上に市区改正もあるし、東京が凝としている時は、まあ二六時中一分もないといっていいくらいです」
私は仕方がないからいわないでいい事まで喋舌った","父はまた、満足らしくそれを聞いていた",https://www.aozora.gr.jp/cards/000148/files/773_14560.html,0.9,"regex_市区町村","2025-06-07 17:42:24"
196,7,"交際区",,,"しかし自白すると、私はあなたの依頼に対して、まるで努力をしなかったのです","ご承知の通り、交際区域の狭いというよりも、世の中にたった一人で暮しているといった方が適切なくらいの私には、そういう努力をあえてする余地が全くないのです","しかしそれは問題ではありません",https://www.aozora.gr.jp/cards/000148/files/773_14560.html,0.9,"regex_市区町村","2025-06-07 17:42:24"
197,7,"本郷",35.7019,139.7677,"しかしそれには世帯道具を買う面倒もありますし、世話をしてくれる婆さんの必要も起りますし、その婆さんがまた正直でなければ困るし、宅を留守にしても大丈夫なものでなければ心配だし、といった訳で、ちょくらちょいと実行する事は覚束なく見えたのです","ある日私はまあ宅だけでも探してみようかというそぞろ心から、散歩がてらに本郷台を西へ下りて小石川の坂を真直に伝通院の方へ上がりました","電車の通路になってから、あそこいらの様子がまるで違ってしまいましたが、その頃は左手が砲兵工廠の土塀で、右は原とも丘ともつかない空地に草が一面に生えていたものです",https://www.aozora.gr.jp/cards/000148/files/773_14560.html,0.85,"regex_有名地名","2025-06-07 17:42:24"
198,7,"日本橋",35.6717,139.7758,"そうしてお嬢さんを見たものはきっとその視線をひるがえして、私の顔を見るのだから、変なものでした","三人は日本橋へ行って買いたいものを買いました","買う間にも色々気が変るので、思ったより暇がかかりました",https://www.aozora.gr.jp/cards/000148/files/773_14560.html,0.95,"regex_有名地名","2025-06-07 17:42:24"
199,7,"神田",35.6914,139.7706,"私は何も答えないで点頭く事もありますし、あるいはただ「うん」と答えて行き過ぎる場合もあります","ある日私は神田に用があって、帰りがいつもよりずっと後れました","私は急ぎ足に門前まで来て、格子をがらりと開けました",https://www.aozora.gr.jp/cards/000148/files/773_14560.html,0.85,"regex_有名地名","2025-06-07 17:42:24"
200,7,"普通市",,,"岩の上から見下す水は、また特別に綺麗なものでした","赤い色だの藍の色だの、普通市場に上らないような色をした小魚が、透き通る波の中をあちらこちらと泳いでいるのが鮮やかに指さされました","私はそこに坐って、よく書物をひろげました",https://www.aozora.gr.jp/cards/000148/files/773_14560.html,0.7,"regex_市区町村","2025-06-07 17:42:24"
201,7,"甲斐",35.6642,138.5684,"単にそれだけならば、Ｋと私との利害に何の衝突の起る訳はないのです","私はかえって世話のし甲斐があったのを嬉しく思うくらいなものです","けれども彼の安心がもしお嬢さんに対してであるとすれば、私は決して彼を許す事ができなくなるのです",https://www.aozora.gr.jp/cards/000148/files/773_14560.html,0.85,"regex_有名地名","2025-06-07 17:42:24"
202,7,"以来村",,,"日蓮の生れた日に、鯛が二尾磯に打ち上げられていたとかいう言伝えになっているのです","それ以来村の漁師が鯛をとる事を遠慮して今に至ったのだから、浦には鯛が沢山いるのです","我々は小舟を傭って、その鯛をわざわざ見に出掛けたのです",https://www.aozora.gr.jp/cards/000148/files/773_14560.html,0.9,"regex_市区町村","2025-06-07 17:42:24"
203,7,"両国",35.6957,139.7944,"二人は異人種のような顔をして、忙しそうに見える東京をぐるぐる眺めました","それから両国へ来て、暑いのに軍鶏を食いました","Ｋはその勢いで小石川まで歩いて帰ろうというのです",https://www.aozora.gr.jp/cards/000148/files/773_14560.html,0.9,"regex_有名地名","2025-06-07 17:42:24"
204,7,"真砂町",35.6674,139.7706,"Ｋはそうではないと答えました","真砂町で偶然出会ったから連れ立って帰って来たのだと説明しました","私はそれ以上に立ち入った質問を控えなければなりませんでした",https://www.aozora.gr.jp/cards/000148/files/773_14560.html,0.9,"regex_市区町村","2025-06-07 17:42:24"
205,7,"竜岡町",,,"私はどうでもいいのだと答えて、雑誌を返すと共に、Ｋと図書館を出ました","二人は別に行く所もなかったので、竜岡町から池の端へ出て、上野の公園の中へ入りました","その時彼は例の事件について、突然向うから口を切りました",https://www.aozora.gr.jp/cards/000148/files/773_14560.html,0.9,"regex_市区町村","2025-06-07 17:42:24"
206,7,"猿楽町",,,"私は「ええ癒りました、癒りました」と答えて、ずんずん水道橋の方へ曲ってしまいました","四十六

「私は猿楽町から神保町の通りへ出て、小川町の方へ曲りました","私がこの界隈を歩くのは、いつも古本屋をひやかすのが目的でしたが、その日は手摺れのした書物などを眺める気が、どうしても起らないのです",https://www.aozora.gr.jp/cards/000148/files/773_14560.html,0.9,"regex_市区町村","2025-06-07 17:42:24"
207,7,"神保町",,,"私は「ええ癒りました、癒りました」と答えて、ずんずん水道橋の方へ曲ってしまいました","四十六

「私は猿楽町から神保町の通りへ出て、小川町の方へ曲りました","私がこの界隈を歩くのは、いつも古本屋をひやかすのが目的でしたが、その日は手摺れのした書物などを眺める気が、どうしても起らないのです",https://www.aozora.gr.jp/cards/000148/files/773_14560.html,0.9,"regex_市区町村","2025-06-07 17:42:24"
208,7,"小川町",35.6914,139.7706,"私は「ええ癒りました、癒りました」と答えて、ずんずん水道橋の方へ曲ってしまいました","四十六

「私は猿楽町から神保町の通りへ出て、小川町の方へ曲りました","私がこの界隈を歩くのは、いつも古本屋をひやかすのが目的でしたが、その日は手摺れのした書物などを眺める気が、どうしても起らないのです",https://www.aozora.gr.jp/cards/000148/files/773_14560.html,0.9,"regex_市区町村","2025-06-07 17:42:24"
209,8,"京都",35.0116,135.7681,"じいさんが汗をふいて、肌を入れて、女の隣に腰をかけたまでよく注意して見ていたくらいである。","女とは京都からの相乗りである。","乗った時から三四郎の目についた。",https://www.aozora.gr.jp/cards/000148/files/794_14946.html,0.95,ginza_nlp,"2025-06-07 17:42:54"
210,8,"広島",34.3853,132.4553,"――","子供の玩具はやっぱり広島より京都のほうが安くっていいものがある。","京都でちょっと用があって降りたついでに、蛸薬師のそばで玩具を買って来た。",https://www.aozora.gr.jp/cards/000148/files/794_14946.html,0.9,ginza_nlp,"2025-06-07 17:42:54"
211,8,"蛸薬師",,,"子供の玩具はやっぱり広島より京都のほうが安くっていいものがある。","京都でちょっと用があって降りたついでに、蛸薬師のそばで玩具を買って来た。","久しぶりで国へ帰って子供に会うのはうれしい。",https://www.aozora.gr.jp/cards/000148/files/794_14946.html,0.7,ginza_nlp,"2025-06-07 17:42:54"
212,8,"大連",,,"戦争が済んでからいったん帰って来た。","まもなくあっちのほうが金がもうかるといって、また大連へ出かせぎに行った。","はじめのうちは音信もあり、月々のものもちゃんちゃんと送ってきたからよかったが、この半年ばかり前から手紙も金もまるで来なくなってしまった。",https://www.aozora.gr.jp/cards/000148/files/794_14946.html,0.7,ginza_nlp,"2025-06-07 17:42:54"
213,8,"名古屋",35.1815,136.9066,"三四郎は目を眠った。","しばらくすると「名古屋はもうじきでしょうか」と言う女の声がした。","見るといつのまにか向き直って、及び腰になって、顔を三四郎のそばまでもって来ている。",https://www.aozora.gr.jp/cards/000148/files/794_14946.html,0.75,ginza_nlp,"2025-06-07 17:42:54"
214,8,"東京",35.6762,139.6503,"","「そうですね」と言ったが、はじめて東京へ行くんだからいっこう要領を得ない。","「この分では遅れますでしょうか」",https://www.aozora.gr.jp/cards/000148/files/794_14946.html,0.95,ginza_nlp,"2025-06-07 17:42:54"
215,8,"新橋",35.6657,139.7588,"","大きな行李は新橋まで預けてあるから心配はない。","三四郎はてごろなズックの鞄と傘だけ持って改札場を出た。",https://www.aozora.gr.jp/cards/000148/files/794_14946.html,0.75,ginza_nlp,"2025-06-07 17:42:54"
216,8,"福岡県",33.5904,130.4017,"そこそこにからだをふいて座敷へ帰って、座蒲団の上にすわって、少なからず驚いていると、下女が宿帳を持って来た。","三四郎は宿帳を取り上げて、福岡県京都郡真崎村","小川三四郎",https://www.aozora.gr.jp/cards/000148/files/794_14946.html,0.7,ginza_nlp,"2025-06-07 17:42:54"
217,8,"四日市",,,"三四郎は「ええ、ありがとう、おかげさまで」というようなことをまじめに答えながら、下を向いて、お猪口の葡萄豆をしきりに突っつきだした。","勘定をして宿を出て、停車場へ着いた時、女ははじめて関西線で四日市の方へ行くのだということを三四郎に話した。","三四郎の汽車はまもなく来た。",https://www.aozora.gr.jp/cards/000148/files/794_14946.html,0.85,ginza_nlp,"2025-06-07 17:42:54"
218,8,"熊本",32.7898,130.7417,"「東京の？」と聞き返した時、はじめて、","「いえ、熊本です。","……",https://www.aozora.gr.jp/cards/000148/files/794_14946.html,0.9,ginza_nlp,"2025-06-07 17:42:54"
219,8,"豊橋",,,"しかしこの男の退屈は話したがらない退屈である。","汽車が豊橋へ着いた時、寝ていた男がむっくり起きて目をこすりながら降りて行った。","よくあんなにつごうよく目をさますことができるものだと思った。",https://www.aozora.gr.jp/cards/000148/files/794_14946.html,0.75,ginza_nlp,"2025-06-07 17:42:54"
220,8,"浜松",,,"","浜松で二人とも申し合わせたように弁当を食った。","食ってしまっても汽車は容易に出ない。",https://www.aozora.gr.jp/cards/000148/files/794_14946.html,0.75,ginza_nlp,"2025-06-07 17:42:54"
221,8,"丸の内",35.6673,139.7595,"それからそのちんちん鳴るあいだに、非常に多くの人間が乗ったり降りたりするので驚いた。","次に丸の内で驚いた。","もっとも驚いたのは、どこまで行っても東京がなくならないということであった。",https://www.aozora.gr.jp/cards/000148/files/794_14946.html,0.75,ginza_nlp,"2025-06-07 17:42:54"
222,8,"都",36.5658,139.8836,"三四郎はまったく驚いた。","要するに普通のいなか者がはじめて都のまん中に立って驚くと同じ程度に、また同じ性質において大いに驚いてしまった。","今までの学問はこの驚きを予防するうえにおいて、売薬ほどの効能もなかった。",https://www.aozora.gr.jp/cards/000148/files/794_14946.html,0.7,ginza_nlp,"2025-06-07 17:42:54"
223,8,"弥生町",,,"あくる日は平生よりも暑い日であった。","休暇中だから理科大学を尋ねても野々宮君はおるまいと思ったが、母が宿所を知らせてこないから、聞き合わせかたがた行ってみようという気になって、午後四時ごろ、高等学校の横を通って弥生町の門からはいった。","往来は埃が二寸も積もっていて、その上に下駄の歯や、靴の底や、草鞋の裏がきれいにできあがってる。",https://www.aozora.gr.jp/cards/000148/files/794_14946.html,0.85,ginza_nlp,"2025-06-07 17:42:54"
224,8,"上野",35.709,139.7753,"廊下の四つ角に小使が一人居眠りをしていた。","来意を通じると、しばらくのあいだは、正気を回復するために、上野の森をながめていたが、突然「おいでかもしれません」と言って奥へはいって行った。","すこぶる閑静である。",https://www.aozora.gr.jp/cards/000148/files/794_14946.html,0.75,ginza_nlp,"2025-06-07 17:42:54"
225,8,"小石川",,,"電車の音もしない。","赤門の前を通るはずの電車は、大学の抗議で小石川を回ることになったと国にいる時分新聞で見たことがある。","三四郎は池のはたにしゃがみながら、ふとこの事件を思い出した。",https://www.aozora.gr.jp/cards/000148/files/794_14946.html,0.9,ginza_nlp,"2025-06-07 17:42:54"
226,8,"欣然",,,"野々宮君はすこぶる質素な服装をして、外で会えば電燈会社の技手くらいな格である。","それで穴倉の底を根拠地として欣然とたゆまずに研究を専念にやっているから偉い。","しかし望遠鏡の中の度盛りがいくら動いたって現実世界と交渉のないのは明らかである。",https://www.aozora.gr.jp/cards/000148/files/794_14946.html,0.75,ginza_nlp,"2025-06-07 17:42:54"
227,8,"本郷",35.7019,139.7677,"「きょうは少し装置が狂ったので晩の実験はやめだ。","これから本郷の方を散歩して帰ろうと思うが、君どうです、いっしょに歩きませんか」","三四郎は快く応じた。",https://www.aozora.gr.jp/cards/000148/files/794_14946.html,0.75,ginza_nlp,"2025-06-07 17:42:54"
228,8,"真砂町",35.6674,139.7706,"けれどもお光さんが、それをもらって、鮎のお礼と思わずに、きっとなんだかんだと手前がっての理屈をつけるに違いないと考えたからやめにした。","それから真砂町で野々宮君に西洋料理のごちそうになった。","野々宮君の話では本郷でいちばんうまい家だそうだ。",https://www.aozora.gr.jp/cards/000148/files/794_14946.html,0.9,ginza_nlp,"2025-06-07 17:42:54"
229,8,"追分",,,"しかし食べることはみんな食べた。","西洋料理屋の前で野々宮君に別れて、追分に帰るところを丁寧にもとの四角まで出て、左へ折れた。","下駄を買おうと思って、下駄屋をのぞきこんだら、白熱ガスの下に、まっ白に塗り立てた娘が、石膏の化物のようにすわっていたので、急にいやになってやめた。",https://www.aozora.gr.jp/cards/000148/files/794_14946.html,0.75,ginza_nlp,"2025-06-07 17:42:54"
230,8,"浦賀",,,"砲声一発","浦賀の夢を破ってという冒頭であったから、三四郎はおもしろがって聞いていると、しまいにはドイツの哲学者の名がたくさん出てきてはなはだ解しにくくなった。","机の上を見ると、落第という字がみごとに彫ってある。",https://www.aozora.gr.jp/cards/000148/files/794_14946.html,0.75,ginza_nlp,"2025-06-07 17:42:54"
231,8,"髪結床",,,"下駄の歯が鐙にはさまる。","先生はたいへん困っていると、正門前の喜多床という髪結床の職人がおおぜい出てきて、おもしろがって笑っていたそうである。","その時分には有志の者が醵金して構内に厩をこしらえて、三頭の馬と、馬の先生とを飼っておいた。",https://www.aozora.gr.jp/cards/000148/files/794_14946.html,0.75,ginza_nlp,"2025-06-07 17:42:54"
232,8,"丁目",,,"外へ出て風を入れるさ。","その上にもの足りる工夫はいくらでもあるが、まあ電車が一番の初歩でかつもっとも軽便だ」
その日の夕方、与次郎は三四郎を拉して、四丁目から電車に乗って、新橋へ行って、新橋からまた引き返して、日本橋へ来て、そこで降りて、
「どうだ」と聞いた。","次に大通りから細い横町へ曲がって、平の家という看板のある料理屋へ上がって、晩飯を食って酒を飲んだ。",https://www.aozora.gr.jp/cards/000148/files/794_14946.html,0.7,ginza_nlp,"2025-06-07 17:42:54"
233,8,"日本橋",35.6717,139.7758,"外へ出て風を入れるさ。","その上にもの足りる工夫はいくらでもあるが、まあ電車が一番の初歩でかつもっとも軽便だ」
その日の夕方、与次郎は三四郎を拉して、四丁目から電車に乗って、新橋へ行って、新橋からまた引き返して、日本橋へ来て、そこで降りて、
「どうだ」と聞いた。","次に大通りから細い横町へ曲がって、平の家という看板のある料理屋へ上がって、晩飯を食って酒を飲んだ。",https://www.aozora.gr.jp/cards/000148/files/794_14946.html,0.7,ginza_nlp,"2025-06-07 17:42:54"
234,8,"片町",,,"高等学校の前で別れる時、三四郎は、
「ありがとう、大いにもの足りた」と礼を述べた。","すると与次郎は、
「これからさきは図書館でなくっちゃもの足りない」と言って片町の方へ曲がってしまった。","この一言で三四郎ははじめて図書館にはいることを知った。",https://www.aozora.gr.jp/cards/000148/files/794_14946.html,0.85,ginza_nlp,"2025-06-07 17:42:54"
235,8,"新宅",,,"さいわい","まだ新宅を訪問したことがないから、こっちから行って用事を聞いてきようという気になった。","",https://www.aozora.gr.jp/cards/000148/files/794_14946.html,0.75,ginza_nlp,"2025-06-07 17:42:54"
236,8,"神田",35.6914,139.7706,"実をいうと三四郎はかの平野家行き以来とんだ失敗をしている。","神田の高等商業学校へ行くつもりで、本郷四丁目から乗ったところが、乗り越して九段まで来て、ついでに飯田橋まで持ってゆかれて、そこでようやく外濠線へ乗り換えて、御茶の水から、神田橋へ出て、まだ悟らずに鎌倉河岸を数寄屋橋の方へ向いて急いで行ったことがある。","それより以来電車はとかくぶっそうな感じがしてならないのだが、甲武線は一筋だと、かねて聞いているから安心して乗った。",https://www.aozora.gr.jp/cards/000148/files/794_14946.html,0.75,ginza_nlp,"2025-06-07 17:42:54"
237,8,"本郷四丁目",35.709,139.7619,"実をいうと三四郎はかの平野家行き以来とんだ失敗をしている。","神田の高等商業学校へ行くつもりで、本郷四丁目から乗ったところが、乗り越して九段まで来て、ついでに飯田橋まで持ってゆかれて、そこでようやく外濠線へ乗り換えて、御茶の水から、神田橋へ出て、まだ悟らずに鎌倉河岸を数寄屋橋の方へ向いて急いで行ったことがある。","それより以来電車はとかくぶっそうな感じがしてならないのだが、甲武線は一筋だと、かねて聞いているから安心して乗った。",https://www.aozora.gr.jp/cards/000148/files/794_14946.html,0.75,ginza_nlp,"2025-06-07 17:42:54"
238,8,"飯田橋",35.7017,139.7455,"実をいうと三四郎はかの平野家行き以来とんだ失敗をしている。","神田の高等商業学校へ行くつもりで、本郷四丁目から乗ったところが、乗り越して九段まで来て、ついでに飯田橋まで持ってゆかれて、そこでようやく外濠線へ乗り換えて、御茶の水から、神田橋へ出て、まだ悟らずに鎌倉河岸を数寄屋橋の方へ向いて急いで行ったことがある。","それより以来電車はとかくぶっそうな感じがしてならないのだが、甲武線は一筋だと、かねて聞いているから安心して乗った。",https://www.aozora.gr.jp/cards/000148/files/794_14946.html,0.9,ginza_nlp,"2025-06-07 17:42:54"
239,8,"鎌倉河岸",35.3192,139.5469,"実をいうと三四郎はかの平野家行き以来とんだ失敗をしている。","神田の高等商業学校へ行くつもりで、本郷四丁目から乗ったところが、乗り越して九段まで来て、ついでに飯田橋まで持ってゆかれて、そこでようやく外濠線へ乗り換えて、御茶の水から、神田橋へ出て、まだ悟らずに鎌倉河岸を数寄屋橋の方へ向いて急いで行ったことがある。","それより以来電車はとかくぶっそうな感じがしてならないのだが、甲武線は一筋だと、かねて聞いているから安心して乗った。",https://www.aozora.gr.jp/cards/000148/files/794_14946.html,0.7,ginza_nlp,"2025-06-07 17:42:54"
240,8,"数寄屋橋",,,"実をいうと三四郎はかの平野家行き以来とんだ失敗をしている。","神田の高等商業学校へ行くつもりで、本郷四丁目から乗ったところが、乗り越して九段まで来て、ついでに飯田橋まで持ってゆかれて、そこでようやく外濠線へ乗り換えて、御茶の水から、神田橋へ出て、まだ悟らずに鎌倉河岸を数寄屋橋の方へ向いて急いで行ったことがある。","それより以来電車はとかくぶっそうな感じがしてならないのだが、甲武線は一筋だと、かねて聞いているから安心して乗った。",https://www.aozora.gr.jp/cards/000148/files/794_14946.html,0.7,ginza_nlp,"2025-06-07 17:42:54"
241,8,"戸山学校",,,"それより以来電車はとかくぶっそうな感じがしてならないのだが、甲武線は一筋だと、かねて聞いているから安心して乗った。","大久保の停車場を降りて、仲百人の通りを戸山学校の方へ行かずに、踏切からすぐ横へ折れると、ほとんど三尺ばかりの細い道になる。","それを爪先上がりにだらだらと上がると、まばらな孟宗藪がある。",https://www.aozora.gr.jp/cards/000148/files/794_14946.html,0.75,ginza_nlp,"2025-06-07 17:42:54"
242,8,"萩",,,"台所のわきにりっぱな生垣があって、庭の方にはかえって仕切りもなんにもない。","ただ大きな萩が人の背より高く延びて、座敷の椽側を少し隠しているばかりである。","野々宮君はこの椽側に椅子を持ち出して、それへ腰を掛けて西洋の雑誌を読んでいた。",https://www.aozora.gr.jp/cards/000148/files/794_14946.html,0.75,ginza_nlp,"2025-06-07 17:42:54"
243,8,"京都",35.0116,135.7681,"じいさんが汗をふいて、肌を入れて、女の隣に腰をかけたまでよく注意して見ていたくらいである","女とは京都からの相乗りである","乗った時から三四郎の目についた",https://www.aozora.gr.jp/cards/000148/files/794_14946.html,0.9,"regex_都道府県","2025-06-07 17:42:54"
244,8,"大阪",34.6937,135.5023,"第一色が黒い","三四郎は九州から山陽線に移って、だんだん京大阪へ近づいて来るうちに、女の色が次第に白くなるのでいつのまにか故郷を遠のくような哀れを感じていた","それでこの女が車室にはいって来た時は、なんとなく異性の味方を得た心持ちがした",https://www.aozora.gr.jp/cards/000148/files/794_14946.html,0.65,"regex_有名地名","2025-06-07 17:42:54"
245,8,"広島",34.3853,132.4553,"女はこんなことを言う","――
子供の玩具はやっぱり広島より京都のほうが安くっていいものがある","京都でちょっと用があって降りたついでに、蛸薬師のそばで玩具を買って来た",https://www.aozora.gr.jp/cards/000148/files/794_14946.html,0.85,"regex_有名地名","2025-06-07 17:42:54"
246,8,"名古屋",35.1815,136.9066,"三四郎は目を眠った","しばらくすると「名古屋はもうじきでしょうか」と言う女の声がした","見るといつのまにか向き直って、及び腰になって、顔を三四郎のそばまでもって来ている",https://www.aozora.gr.jp/cards/000148/files/794_14946.html,0.95,"regex_有名地名","2025-06-07 17:42:54"
247,8,"新橋",35.6657,139.7588,"そのうち汽車は名古屋へ着いた","大きな行李は新橋まで預けてあるから心配はない","三四郎はてごろなズックの鞄と傘だけ持って改札場を出た",https://www.aozora.gr.jp/cards/000148/files/794_14946.html,0.85,"regex_有名地名","2025-06-07 17:42:54"
248,8,"岡県",,,"そこそこにからだをふいて座敷へ帰って、座蒲団の上にすわって、少なからず驚いていると、下女が宿帳を持って来た","三四郎は宿帳を取り上げて、福岡県京都郡真崎村小川三四郎二十三年学生と正直に書いたが、女のところへいってまったく困ってしまった","湯から出るまで待っていればよかったと思ったが、しかたがない",https://www.aozora.gr.jp/cards/000148/files/794_14946.html,0.7,"regex_都道府県","2025-06-07 17:42:54"
249,8,"福岡県京都郡真崎村",33.5904,130.4017,"そこそこにからだをふいて座敷へ帰って、座蒲団の上にすわって、少なからず驚いていると、下女が宿帳を持って来た","三四郎は宿帳を取り上げて、福岡県京都郡真崎村小川三四郎二十三年学生と正直に書いたが、女のところへいってまったく困ってしまった","湯から出るまで待っていればよかったと思ったが、しかたがない",https://www.aozora.gr.jp/cards/000148/files/794_14946.html,0.7,"regex_市区町村","2025-06-07 17:42:54"
250,8,"福岡県京都郡",33.5904,130.4017,"そこそこにからだをふいて座敷へ帰って、座蒲団の上にすわって、少なからず驚いていると、下女が宿帳を持って来た","三四郎は宿帳を取り上げて、福岡県京都郡真崎村小川三四郎二十三年学生と正直に書いたが、女のところへいってまったく困ってしまった","湯から出るまで待っていればよかったと思ったが、しかたがない",https://www.aozora.gr.jp/cards/000148/files/794_14946.html,0.7,"regex_郡","2025-06-07 17:42:54"
251,8,"福岡",33.5904,130.4017,"そこそこにからだをふいて座敷へ帰って、座蒲団の上にすわって、少なからず驚いていると、下女が宿帳を持って来た","三四郎は宿帳を取り上げて、福岡県京都郡真崎村小川三四郎二十三年学生と正直に書いたが、女のところへいってまったく困ってしまった","湯から出るまで待っていればよかったと思ったが、しかたがない",https://www.aozora.gr.jp/cards/000148/files/794_14946.html,0.9,"regex_有名地名","2025-06-07 17:42:54"
252,8,"同県同郡同村",,,"下女がちゃんと控えている","やむをえず同県同郡同村同姓花二十三年とでたらめを書いて渡した","そうしてしきりに団扇を使っていた",https://www.aozora.gr.jp/cards/000148/files/794_14946.html,0.9,"regex_市区町村","2025-06-07 17:42:54"
253,8,"同県同郡",,,"下女がちゃんと控えている","やむをえず同県同郡同村同姓花二十三年とでたらめを書いて渡した","そうしてしきりに団扇を使っていた",https://www.aozora.gr.jp/cards/000148/files/794_14946.html,0.8,"regex_郡","2025-06-07 17:42:54"
254,8,"四日市",,,"三四郎は「ええ、ありがとう、おかげさまで」というようなことをまじめに答えながら、下を向いて、お猪口の葡萄豆をしきりに突っつきだした","勘定をして宿を出て、停車場へ着いた時、女ははじめて関西線で四日市の方へ行くのだということを三四郎に話した","三四郎の汽車はまもなく来た",https://www.aozora.gr.jp/cards/000148/files/794_14946.html,0.9,"regex_市区町村","2025-06-07 17:42:54"
255,8,"熊本",32.7898,130.7417,"「東京の","」と聞き返した時、はじめて、
「いえ、熊本です","……しかし……」と言ったなり黙ってしまった",https://www.aozora.gr.jp/cards/000148/files/794_14946.html,0.9,"regex_有名地名","2025-06-07 17:42:54"
256,8,"富士山",35.3606,138.7274,"「こんな顔をして、こんなに弱っていては、いくら日露戦争に勝って、一等国になってもだめですね","もっとも建物を見ても、庭園を見ても、いずれも顔相応のところだが、――あなたは東京がはじめてなら、まだ富士山を見たことがないでしょう","今に見えるから御覧なさい",https://www.aozora.gr.jp/cards/000148/files/794_14946.html,0.9,"regex_有名地名","2025-06-07 17:42:54"
257,8,"丸の内",35.6673,139.7595,"それからそのちんちん鳴るあいだに、非常に多くの人間が乗ったり降りたりするので驚いた","次に丸の内で驚いた","もっとも驚いたのは、どこまで行っても東京がなくならないということであった",https://www.aozora.gr.jp/cards/000148/files/794_14946.html,0.95,"regex_有名地名","2025-06-07 17:42:54"
